t,hz,budget_ms,infer_ms,loop_ms,miss,cpu_sys_pct_1hz,cpu_proc_pct_1hz,cpu_proc_pct_1hz_norm,rss_mb,temp_c,cpu_khz,a0,a1,a2,a3,bg_workers,bg_load,inloop_burn_ms
0.00010640700202202424,50.0,20.0,0.12731500464724377,15.155560002312995,0,0.0,0.0,0.0,40.359375,49.05,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615923881530762,0.7615940570831299,0,0.0,15.0
0.020058221998624504,50.0,20.0,0.07235199882416055,15.089357002580073,0,0.0,0.0,0.0,40.40625,47.4,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929841995239,0.7615940570831299,0,0.0,15.0
0.04005764800240286,50.0,20.0,0.06188899715198204,15.071634996274952,0,0.0,0.0,0.0,40.40625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,15.0
0.060057834001781885,50.0,20.0,0.058833000366576016,15.06770800187951,0,0.0,0.0,0.0,40.40625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,15.0
0.08005712999874959,50.0,20.0,0.057666999055072665,15.06632000382524,0,0.0,0.0,0.0,40.40625,49.6,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,15.0
0.10005637100402964,50.0,20.0,0.05905500438529998,15.067542000906542,0,0.0,0.0,0.0,40.40625,47.95,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,15.0
0.12005661200237228,50.0,20.0,0.05944499571342021,15.067856998939533,0,0.0,0.0,0.0,40.40625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929841995239,0.7615940570831299,0,0.0,15.0
0.14005735300452216,50.0,20.0,0.062129001889843494,15.073393995407969,0,0.0,0.0,0.0,40.40625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,15.0
0.16005657600180712,50.0,20.0,0.05851800233358517,15.066357002069708,0,0.0,0.0,0.0,40.40625,47.95,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928649902344,0.7615940570831299,0,0.0,15.0
0.18005655800516251,50.0,20.0,0.055870004871394485,15.06322699424345,0,0.0,0.0,0.0,40.40625,47.4,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615931034088135,0.7615940570831299,0,0.0,15.0
