t,hz,budget_ms,infer_ms,loop_ms,miss,cpu_sys_pct_1hz,cpu_proc_pct_1hz,cpu_proc_pct_1hz_norm,rss_mb,temp_c,cpu_khz,a0,a1,a2,a3,bg_workers,bg_load,inloop_burn_ms
0.00010761099838418886,100.0,10.0,0.1253139998880215,5.152568999619689,0,25.0,0.0,0.0,40.34375,44.65,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615923881530762,0.7615940570831299,0,0.0,5.0
0.010057323997898493,100.0,10.0,0.072721995820757,5.088810001325328,0,25.0,0.0,0.0,40.390625,45.75,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.020055704000697006,100.0,10.0,0.062222003180067986,5.071717998362146,0,25.0,0.0,0.0,40.390625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929841995239,0.7615940570831299,0,0.0,5.0
0.03005549099907512,100.0,10.0,0.06051899981684983,5.06960700295167,0,25.0,0.0,0.0,40.390625,45.75,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.04005653799686115,100.0,10.0,0.06033299723640084,5.069347003882285,0,25.0,0.0,0.0,40.390625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,5.0
0.05005595499824267,100.0,10.0,0.0597039979766123,5.068625003332272,0,25.0,0.0,0.0,40.390625,44.65,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.06005681600072421,100.0,10.0,0.06022199522703886,5.068680999102071,0,25.0,0.0,0.0,40.390625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.07005756699800259,100.0,10.0,0.06399999983841553,5.075106004369445,0,25.0,0.0,0.0,40.390625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615931034088135,0.7615940570831299,0,0.0,5.0
0.08005663200310664,100.0,10.0,0.05755500023951754,5.065587996796239,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.09005628900195006,100.0,10.0,0.056554999900981784,5.064181001216639,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.1000562249973882,100.0,10.0,0.05657400470227003,5.064014003437478,0,25.0,0.0,0.0,40.40625,45.75,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.1100561600032961,100.0,10.0,0.05753699952038005,5.065050994744524,0,25.0,0.0,0.0,40.40625,46.85,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,5.0
0.12005466999835335,100.0,10.0,0.058351994084659964,5.066051002359018,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929841995239,0.7615940570831299,0,0.0,5.0
0.13005610500113107,100.0,10.0,0.05773999873781577,5.064828998001758,0,25.0,0.0,0.0,40.40625,45.75,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928649902344,0.7615940570831299,0,0.0,5.0
0.14005602199904388,100.0,10.0,0.05733300349675119,5.064365999714937,0,25.0,0.0,0.0,40.40625,46.85,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,5.0
0.15005668000230798,100.0,10.0,0.05829599831486121,5.066088000603486,0,25.0,0.0,0.0,40.40625,46.85,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928649902344,0.7615940570831299,0,0.0,5.0
0.1600560229999246,100.0,10.0,0.056056000175885856,5.063347001851071,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928649902344,0.7615940570831299,0,0.0,5.0
0.17005631000210997,100.0,10.0,0.05781499930890277,5.064772994956002,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615926861763,0.7615940570831299,0,0.0,5.0
0.18005598599847872,100.0,10.0,0.05749999399995431,5.064755001512822,0,25.0,0.0,0.0,40.40625,46.85,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615931034088135,0.7615940570831299,0,0.0,5.0
0.1900563660019543,100.0,10.0,0.057388999266549945,5.064254997705575,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,5.0
0.20005617199785775,100.0,10.0,0.05772199801867828,5.0650330013013445,0,25.0,0.0,0.0,40.40625,45.2,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.21005618199706078,100.0,10.0,0.058202997024636716,5.064884004241321,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928053855896,0.7615940570831299,0,0.0,5.0
0.22005589499894995,100.0,10.0,0.0580180058022961,5.064625001978129,0,25.0,0.0,0.0,40.40625,45.2,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615927457809448,0.7615940570831299,0,0.0,5.0
0.23005601600016234,100.0,10.0,0.05633299588225782,5.063235999841709,0,25.0,0.0,0.0,40.40625,45.2,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615927457809448,0.7615940570831299,0,0.0,5.0
0.24005645100260153,100.0,10.0,0.05659199814544991,5.063476994109806,0,25.0,0.0,0.0,40.40625,46.85,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.25005616399721475,100.0,10.0,0.05790700379293412,5.0645700030145235,0,25.0,0.0,0.0,40.40625,45.2,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,5.0
0.2600562110019382,100.0,10.0,0.05896299990126863,5.0655689992709085,0,25.0,0.0,0.0,40.40625,45.75,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928649902344,0.7615940570831299,0,0.0,5.0
0.27005570199980866,100.0,10.0,0.05722200148738921,5.063976997917052,0,25.0,0.0,0.0,40.40625,46.3,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615926861763,0.7615940570831299,0,0.0,5.0
0.28005637799651595,100.0,10.0,0.05696299922419712,5.063513999630231,0,25.0,0.0,0.0,40.40625,46.85,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615926861763,0.7615940570831299,0,0.0,5.0
0.2900558510009432,100.0,10.0,0.05811099981656298,5.064625001978129,0,25.0,0.0,0.0,40.40625,46.85,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615925073623657,0.7615940570831299,0,0.0,5.0
