t,hz,budget_ms,infer_ms,loop_ms,miss,cpu_sys_pct_1hz,cpu_proc_pct_1hz,cpu_proc_pct_1hz_norm,rss_mb,temp_c,cpu_khz,a0,a1,a2,a3,bg_workers,bg_load,inloop_burn_ms
0.00010864899377338588,50.0,20.0,0.13586999557446688,18.166132002079394,0,25.0,0.0,0.0,40.34375,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615923881530762,0.7615940570831299,0,0.0,18.0
0.020058389993209857,50.0,20.0,0.0935930002015084,18.114818005415145,0,25.0,0.0,0.0,40.390625,49.05,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929841995239,0.7615940570831299,0,0.0,18.0
0.04005772499658633,50.0,20.0,0.07779600127832964,18.090705998474732,0,25.0,0.0,0.0,40.390625,47.95,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,18.0
0.06005813299998408,50.0,20.0,0.06888800271553919,18.079039997246582,0,25.0,0.0,0.0,40.390625,49.6,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,18.0
0.0800575229950482,50.0,20.0,0.06487099744845182,18.074243002047297,0,25.0,0.0,0.0,40.390625,47.4,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,18.0
0.10005678299785359,50.0,20.0,0.062129001889843494,18.070872996759135,0,25.0,0.0,0.0,40.390625,49.05,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,18.0
0.12005691399826901,50.0,20.0,0.06198100163601339,18.070391000946984,0,25.0,0.0,0.0,40.390625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929841995239,0.7615940570831299,0,0.0,18.0
0.140057895994687,50.0,20.0,0.06524100172100589,18.077058004564606,0,25.0,0.0,0.0,40.390625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615929245948792,0.7615940570831299,0,0.0,18.0
0.16005687799770385,50.0,20.0,0.05890800093766302,18.066798998916056,0,25.0,0.0,0.0,40.390625,49.05,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928649902344,0.7615940570831299,0,0.0,18.0
0.1800564909935929,50.0,20.0,0.058073994296137244,18.065410004055593,0,25.0,0.0,0.0,40.390625,49.6,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615931034088135,0.7615940570831299,0,0.0,18.0
0.20005628799845,50.0,20.0,0.05698200402548537,18.06376199965598,0,25.0,0.0,0.0,40.390625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,18.0
0.2200561959980405,50.0,20.0,0.05744399823015556,18.06503999978304,0,25.0,0.0,0.0,40.390625,49.05,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615927457809448,0.7615940570831299,0,0.0,18.0
0.24005640099494485,50.0,20.0,0.05601800512522459,18.063077004626393,0,25.0,0.0,0.0,40.390625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615930438041687,0.7615940570831299,0,0.0,18.0
0.2600561059953179,50.0,20.0,0.05662899638991803,18.06355800363235,0,25.0,0.0,0.0,40.390625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615928649902344,0.7615940570831299,0,0.0,18.0
0.2800561249969178,50.0,20.0,0.05696299922419712,18.063705996610224,0,25.0,0.0,0.0,40.390625,48.5,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615926861763,0.7615940570831299,0,0.0,18.0
0.30005573699600063,50.0,20.0,0.05679599416907877,18.063520998111926,0,25.0,0.0,0.0,40.390625,47.4,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615926861763,0.7615940570831299,0,0.0,18.0
0.32005618199764285,50.0,20.0,0.056666001910343766,18.06365099764662,0,25.0,0.0,0.0,40.390625,49.05,2400000.0,0.7615940570831299,-0.7615940570831299,-0.7615926861763,0.7615940570831299,0,0.0,18.0
