episode,success,near_miss,fail,first_pass_success,steps,time_s,capture_time_s,min_dist_m,init_px_m,init_py_m,init_pz_m,init_dist_m,init_bearing_rad
190,0,1,0,0,1251,25.04,nan,1.2675652503967285,151.95733642578125,-17.879728317260742,94.74268341064453,179.96359252929688,-0.1171242818236351
191,1,0,0,0,248,4.98,4.98,0.6014410853385925,147.57164001464844,-6.663913726806641,96.13932037353516,176.2514190673828,-0.04512648656964302
192,1,0,0,1,257,5.16,5.16,0.6795263886451721,168.99806213378906,-16.831008911132812,95.35933685302734,194.77430725097656,-0.09926558285951614
193,1,0,0,0,279,5.6000000000000005,5.6000000000000005,0.4896506071090698,179.1413116455078,-13.399130821228027,117.95291137695312,214.9047088623047,-0.07465741038322449
194,1,0,0,1,268,5.38,5.38,0.8939924240112305,175.03814697265625,23.88164710998535,114.97235870361328,210.77792358398438,0.13559956848621368
195,1,0,0,1,269,5.4,5.4,0.7690653800964355,168.44703674316406,-20.366193771362305,109.3165512084961,201.8397674560547,-0.1203215941786766
196,1,0,0,0,243,4.88,4.88,0.9109499454498291,129.3635711669922,-39.53274154663086,109.43657684326172,173.99464416503906,-0.29658105969429016
197,0,1,0,0,1251,25.04,nan,1.153052806854248,175.31393432617188,-7.113098621368408,99.250244140625,201.5841827392578,-0.04055125266313553
198,0,1,0,0,1251,25.04,nan,1.17043936252594,171.24220275878906,-36.746986389160156,97.76026153564453,200.57742309570312,-0.21138492226600647
199,1,0,0,0,254,5.1000000000000005,5.1000000000000005,0.4539148509502411,152.24020385742188,-11.644766807556152,103.28463745117188,184.3377227783203,-0.07634077966213226
200,1,0,0,1,243,4.88,4.88,0.8964030742645264,145.98289489746094,-3.4266440868377686,86.1281967163086,169.53115844726562,-0.023468606173992157
201,1,0,0,0,262,5.26,5.26,0.7390955090522766,152.3413848876953,26.496145248413086,117.80451202392578,194.39096069335938,0.17220351099967957
202,1,0,0,0,239,4.8,4.8,0.7813522219657898,132.1407012939453,8.77539348602295,95.46795654296875,163.2553253173828,0.06631210446357727
203,1,0,0,1,243,4.88,4.88,0.9506849050521851,129.85926818847656,-33.19493103027344,95.74401092529297,164.7187042236328,-0.2502632737159729
204,0,0,1,0,1251,25.04,nan,1.743009328842163,136.02903747558594,35.70405197143555,79.94681549072266,161.77197265625,0.2566837966442108
205,1,0,0,0,231,4.64,4.64,0.6542187929153442,127.84222412109375,12.524630546569824,99.74253845214844,162.6317138671875,0.09765778481960297
206,0,0,1,0,1251,25.04,nan,1.508651852607727,137.77212524414062,35.18745040893555,111.72046661376953,180.83355712890625,0.250057578086853
207,1,0,0,1,237,4.76,4.76,0.9542495012283325,146.92538452148438,-1.4796892404556274,80.13038635253906,167.36228942871094,-0.010070685297250748
208,1,0,0,1,243,4.88,4.88,0.36820462346076965,135.11923217773438,-4.44501256942749,102.09161376953125,169.4097442626953,-0.0328851081430912
209,0,1,0,0,1251,25.04,nan,1.2104744911193848,159.9761505126953,-1.541359782218933,90.60448455810547,183.85841369628906,-0.009634636342525482
210,0,1,0,0,1251,25.04,nan,1.2344039678573608,138.8899383544922,28.402002334594727,114.56185150146484,182.26766967773438,0.20171186327934265
211,1,0,0,0,232,4.66,4.66,0.9220097064971924,131.9996337890625,24.220325469970703,88.97843933105469,161.02078247070312,0.18146923184394836
212,1,0,0,1,260,5.22,5.22,0.2741967737674713,175.7149658203125,3.9582512378692627,105.36883544921875,204.9243927001953,0.022522734478116035
213,1,0,0,0,254,5.1000000000000005,5.1000000000000005,0.5371163487434387,150.86500549316406,-8.706686019897461,103.34148406982422,183.07244873046875,-0.05764782428741455
214,1,0,0,1,257,5.16,5.16,0.8777016997337341,141.1243133544922,-18.185083389282227,109.30310821533203,179.42669677734375,-0.12815241515636444
215,1,0,0,1,239,4.8,4.8,0.5772692561149597,123.64897918701172,-9.034327507019043,105.46377563476562,162.76760864257812,-0.07293470948934555
216,0,1,0,0,1251,25.04,nan,1.2807016372680664,152.11758422851562,26.671409606933594,95.25715637207031,181.45260620117188,0.17356990277767181
217,0,1,0,0,1251,25.04,nan,1.2780556678771973,171.62399291992188,-9.085219383239746,86.89557647705078,192.58290100097656,-0.05288739874958992
218,1,0,0,0,237,4.76,4.76,0.4998834729194641,141.4282684326172,-4.620394706726074,82.18226623535156,163.6374969482422,-0.032657913863658905
219,1,0,0,0,256,5.14,5.14,0.3355078101158142,146.33447265625,-11.92673397064209,117.15583038330078,187.833740234375,-0.08132348954677582
220,1,0,0,1,275,5.5200000000000005,5.5200000000000005,0.627742350101471,174.09400939941406,-1.0620198249816895,105.54794311523438,203.59326171875,-0.006100190803408623
221,0,1,0,0,1251,25.04,nan,1.0742881298065186,157.406494140625,21.376266479492188,102.35881042480469,188.97373962402344,0.13497723639011383
222,1,0,0,1,265,5.32,5.32,0.7772355675697327,169.76319885253906,1.851094365119934,106.11442565917969,200.20799255371094,0.010903546586632729
223,1,0,0,1,248,4.98,4.98,0.7155999541282654,122.98176574707031,-29.24560546875,107.1196517944336,165.69381713867188,-0.2334679216146469
224,1,0,0,0,272,5.46,5.46,0.5197402238845825,164.5255584716797,16.01598358154297,111.30670166015625,199.28460693359375,0.09704072773456573
225,1,0,0,1,244,4.9,4.9,0.7534658312797546,133.29046630859375,-8.516939163208008,102.2370834350586,168.2001953125,-0.06381084024906158
226,1,0,0,0,242,4.86,4.86,0.8250784277915955,146.17982482910156,-15.468457221984863,87.7281265258789,171.18421936035156,-0.10542567074298859
227,1,0,0,1,259,5.2,5.2,0.7912267446517944,161.6031951904297,-33.811500549316406,100.00289916992188,193.02691650390625,-0.20625025033950806
228,0,1,0,0,1251,25.04,nan,1.0970042943954468,136.53976440429688,15.137066841125488,117.44073486328125,180.73341369628906,0.11041110008955002
229,1,0,0,1,253,5.08,5.08,0.9511182904243469,159.62451171875,17.265666961669922,89.62007904052734,183.87454223632812,0.10774537920951843
230,1,0,0,1,261,5.24,5.24,0.3006129860877991,128.63504028320312,-37.62643051147461,113.9506607055664,175.9189453125,-0.2845667898654938
231,0,1,0,0,1251,25.04,nan,1.2581310272216797,167.66354370117188,-31.109355926513672,101.9200210571289,198.66189575195312,-0.18345998227596283
232,1,0,0,1,262,5.26,5.26,0.7067851424217224,163.4703826904297,-14.550932884216309,92.41822052001953,188.34921264648438,-0.08877867460250854
233,1,0,0,0,247,4.96,4.96,0.9740487933158875,148.11746215820312,29.343151092529297,91.89107513427734,176.7590789794922,0.19557499885559082
234,0,0,1,0,1251,25.04,nan,2.6343135833740234,124.53829193115234,37.633140563964844,83.36886596679688,154.51992797851562,0.2934567928314209
235,1,0,0,1,246,4.94,4.94,0.8216070532798767,148.84371948242188,-6.957852363586426,92.44021606445312,175.3512420654297,-0.04671202227473259
236,1,0,0,1,252,5.0600000000000005,5.0600000000000005,0.7143789529800415,132.08578491210938,0.9843805432319641,110.37438201904297,172.134033203125,0.00745244650170207
237,1,0,0,1,252,5.0600000000000005,5.0600000000000005,0.8934863209724426,176.89413452148438,-20.96210479736328,94.10922241210938,201.46337890625,-0.11795079708099365
238,0,1,0,0,1251,25.04,nan,1.1018977165222168,172.2623748779297,-38.413448333740234,97.17543029785156,201.4770050048828,-0.21940413117408752
239,1,0,0,0,265,5.32,5.32,0.9672753810882568,153.3512420654297,32.109439849853516,116.19902801513672,195.06365966796875,0.20640304684638977
240,1,0,0,0,245,4.92,4.92,0.8200896382331848,134.34495544433594,-36.32361602783203,97.6770248413086,170.0258026123047,-0.2640620172023773
241,1,0,0,1,240,4.82,4.82,0.8232587575912476,129.22422790527344,-1.2022281885147095,92.77465057373047,159.083251953125,-0.009303159080445766
242,0,1,0,0,1251,25.04,nan,1.193102478981018,131.81997680664062,-38.93342208862305,80.72439575195312,159.40121459960938,-0.28718799352645874
243,1,0,0,1,261,5.24,5.24,0.5050979256629944,151.80709838867188,-3.481001377105713,109.53388977050781,187.2303009033203,-0.022926408797502518
244,1,0,0,0,257,5.16,5.16,0.5367636680603027,133.6082000732422,-27.71453094482422,113.45819091796875,177.45986938476562,-0.20453079044818878
245,1,0,0,1,256,5.14,5.14,0.9801743626594543,145.2118682861328,-19.073246002197266,106.70724487304688,181.2090301513672,-0.13060007989406586
246,1,0,0,1,259,5.2,5.2,0.33315667510032654,145.42977905273438,-0.1488405168056488,112.85111999511719,184.07937622070312,-0.0010234524961560965
247,1,0,0,1,252,5.0600000000000005,5.0600000000000005,0.7919191718101501,165.3536376953125,-7.617944240570068,85.06377410888672,186.10670471191406,-0.04603806510567665
248,1,0,0,1,251,5.04,5.04,0.6466624140739441,149.45140075683594,5.780179500579834,95.2140121459961,177.29873657226562,0.03865671902894974
249,1,0,0,1,279,5.6000000000000005,5.6000000000000005,0.49638742208480835,174.0717010498047,-18.29372215270996,116.27265930175781,210.13079833984375,-0.10470867902040482
250,1,0,0,0,270,5.42,5.42,0.5822161436080933,174.0113067626953,-2.994717597961426,118.4211654663086,210.5052947998047,-0.017208203673362732
251,0,1,0,0,1251,25.04,nan,1.013393521308899,173.65963745117188,-25.378009796142578,81.50202941894531,193.50527954101562,-0.14510934054851532
252,1,0,0,1,249,5.0,5.0,0.5754275918006897,152.95913696289062,-7.162239074707031,98.22688293457031,181.92393493652344,-0.04679035022854805
253,1,0,0,0,237,4.76,4.76,0.7530197501182556,130.0874481201172,-18.876338958740234,100.77281188964844,165.63278198242188,-0.14409926533699036
254,1,0,0,1,243,4.88,4.88,0.9609441757202148,159.68203735351562,-14.465182304382324,85.54418182373047,181.7289276123047,-0.09034083038568497
255,1,0,0,1,263,5.28,5.28,0.844088613986969,159.02108764648438,9.304701805114746,105.17314910888672,190.88131713867188,0.05844574049115181
256,1,0,0,1,257,5.16,5.16,0.9186608791351318,169.94239807128906,-33.80248260498047,79.0603256225586,190.45619201660156,-0.19634296000003815
257,0,1,0,0,1251,25.04,nan,1.0946111679077148,167.8260040283203,17.26357078552246,86.25039672851562,189.48016357421875,0.10250535607337952
258,0,0,1,0,1251,25.04,nan,1.70123291015625,122.49813079833984,34.826316833496094,107.83647918701172,166.8753204345703,0.2769923806190491
259,1,0,0,1,256,5.14,5.14,0.9513729810714722,168.66128540039062,6.283081531524658,85.92498016357422,189.3916778564453,0.03723544254899025
260,0,1,0,0,1251,25.04,nan,1.3285284042358398,168.0270538330078,36.062828063964844,88.2360610961914,193.18182373046875,0.21141785383224487
261,1,0,0,1,238,4.78,4.78,0.9516732096672058,123.42555236816406,8.206618309020996,102.49222564697266,160.64205932617188,0.06639271229505539
262,0,1,0,0,1251,25.04,nan,1.0364444255828857,153.04336547851562,20.066091537475586,108.4345703125,188.63450622558594,0.1303701102733612
263,0,1,0,0,1251,25.04,nan,1.123812198638916,175.15142822265625,-20.528060913085938,82.70036315917969,194.77877807617188,-0.11666952818632126
264,1,0,0,0,239,4.8,4.8,0.8380749225616455,121.3321533203125,19.199716567993164,113.94271850585938,167.55018615722656,0.15693967044353485
265,0,1,0,0,1251,25.04,nan,1.1724448204040527,172.54995727539062,-18.182003021240234,95.95478820800781,198.27101135253906,-0.10498499125242233
266,1,0,0,1,250,5.0200000000000005,5.0200000000000005,0.9913864731788635,127.149169921875,-11.14062786102295,116.73062133789062,172.9654998779297,-0.08739537745714188
267,1,0,0,0,277,5.5600000000000005,5.5600000000000005,0.4073072671890259,164.93270874023438,-37.24623107910156,118.23926544189453,206.32644653320312,-0.22210130095481873
268,1,0,0,1,238,4.78,4.78,0.8481124639511108,138.1372528076172,10.831396102905273,88.81859588623047,164.58421325683594,0.07825028896331787
269,1,0,0,0,257,5.16,5.16,0.4745144248008728,155.4126739501953,-10.079793930053711,100.87318420410156,185.55349731445312,-0.06476753950119019
270,1,0,0,0,259,5.2,5.2,0.6491824984550476,147.4581756591797,-31.775726318359375,108.9132080078125,186.05294799804688,-0.21224422752857208
271,1,0,0,0,248,4.98,4.98,0.712689995765686,139.99644470214844,21.109254837036133,114.7931900024414,182.26925659179688,0.14965683221817017
272,0,0,1,0,1251,25.04,nan,1.5544883012771606,179.71456909179688,-14.803394317626953,94.14676666259766,203.4209442138672,-0.08218615502119064
273,1,0,0,1,238,4.78,4.78,0.9306296110153198,156.19041442871094,16.919065475463867,79.87673950195312,176.24412536621094,0.10790260136127472
274,1,0,0,0,266,5.34,5.34,0.8417413234710693,172.62030029296875,-24.406238555908203,100.14611053466797,201.0539093017578,-0.14045585691928864
275,1,0,0,1,228,4.58,4.58,0.6536310315132141,124.0735092163086,13.210397720336914,79.02976989746094,147.69717407226562,0.10607273876667023
276,1,0,0,1,256,5.14,5.14,0.9163685441017151,147.5191650390625,4.760242462158203,117.00984954833984,188.3503875732422,0.03225744515657425
277,1,0,0,1,242,4.86,4.86,0.2966996431350708,135.2211151123047,-29.66396713256836,108.38286590576172,175.81680297851562,-0.21595293283462524
278,1,0,0,0,254,5.1000000000000005,5.1000000000000005,0.9794101715087891,177.72756958007812,20.945533752441406,92.40349578857422,201.4055938720703,0.11731080710887909
279,1,0,0,0,253,5.08,5.08,0.4565742015838623,136.08731079101562,2.987072706222534,115.84915924072266,178.7447967529297,0.021946154534816742
280,0,1,0,0,1251,25.04,nan,1.3158215284347534,134.31668090820312,29.100086212158203,80.87837219238281,159.4650421142578,0.2133554071187973
281,1,0,0,0,260,5.22,5.22,0.7459675073623657,162.763671875,-21.81263542175293,105.37952423095703,195.12213134765625,-0.13322040438652039
282,1,0,0,0,234,4.7,4.7,0.8943579196929932,130.05056762695312,-18.530031204223633,83.12269592285156,155.45382690429688,-0.14153064787387848
283,0,1,0,0,1251,25.04,nan,1.1080358028411865,139.888916015625,27.681974411010742,110.34974670410156,180.31158447265625,0.19536149501800537
284,0,1,0,0,1251,25.04,nan,1.0609729290008545,123.25751495361328,-37.35306167602539,86.51895141601562,155.1553955078125,-0.2942516505718231
285,1,0,0,1,251,5.04,5.04,0.8146565556526184,146.3146514892578,3.617272138595581,104.0899658203125,179.59893798828125,0.02471752278506756
286,0,1,0,0,1251,25.04,nan,1.0291619300842285,144.35647583007812,-0.6309887170791626,86.68052673339844,168.3826141357422,-0.004371017683297396
287,1,0,0,1,261,5.24,5.24,0.5472026467323303,147.12721252441406,-9.845681190490723,114.29963684082031,186.56838989257812,-0.06681989133358002
288,1,0,0,1,259,5.2,5.2,0.6365427374839783,167.13365173339844,-19.459270477294922,96.48072814941406,193.96095275878906,-0.11590753495693207
289,1,0,0,1,239,4.8,4.8,0.7561034560203552,140.30604553222656,2.4354066848754883,88.947021484375,166.1423797607422,0.01735607348382473
290,1,0,0,1,248,4.98,4.98,0.9741345643997192,157.97080993652344,-16.442554473876953,90.3277816772461,182.7135467529297,-0.10371257364749908
291,0,1,0,0,1251,25.04,nan,1.4742037057876587,120.41178131103516,33.981163024902344,100.21478271484375,160.3019561767578,0.2750549912452698
292,1,0,0,1,227,4.5600000000000005,4.5600000000000005,0.9773464798927307,124.77293395996094,-16.43834114074707,80.71635437011719,149.51132202148438,-0.13099165260791779
293,1,0,0,0,247,4.96,4.96,0.7865979671478271,170.0807342529297,17.510517120361328,82.662353515625,189.91351318359375,0.10259269177913666
294,1,0,0,0,260,5.22,5.22,0.4569130837917328,142.74571228027344,-36.180519104003906,117.62303161621094,188.4689483642578,-0.24823373556137085
295,1,0,0,0,250,5.0200000000000005,5.0200000000000005,0.907252311706543,133.9984130859375,23.601465225219727,104.39279174804688,171.49476623535156,0.1743442416191101
296,1,0,0,0,253,5.08,5.08,0.575623631477356,146.27003479003906,-21.988004684448242,93.1424789428711,174.79678344726562,-0.14920753240585327
297,0,1,0,0,1251,25.04,nan,1.2325550317764282,174.41354370117188,-8.19444465637207,80.98103332519531,192.47119140625,-0.04694832116365433
298,1,0,0,1,256,5.14,5.14,0.8627125024795532,144.0379180908203,-15.744396209716797,110.42096710205078,182.1746368408203,-0.10887505859136581
299,1,0,0,0,265,5.32,5.32,0.75382399559021,174.8390655517578,2.1158766746520996,101.69818115234375,202.2762908935547,0.01210126280784607
300,0,1,0,0,1251,25.04,nan,1.1177830696105957,133.9549560546875,-33.18391799926758,88.42974090576172,163.9052276611328,-0.24283583462238312
301,1,0,0,1,240,4.82,4.82,0.5242239832878113,126.4697494506836,-1.093491792678833,94.01992797851562,157.59295654296875,-0.008646056056022644
302,1,0,0,1,259,5.2,5.2,0.8703219294548035,164.03541564941406,21.566356658935547,109.38720703125,198.3388214111328,0.1307240128517151
303,1,0,0,1,243,4.88,4.88,0.6470377445220947,131.21229553222656,-19.86921501159668,98.95757293701172,165.5417022705078,-0.1502862274646759
304,1,0,0,0,270,5.42,5.42,0.6498777866363525,166.6696319580078,13.481348991394043,109.03199005126953,199.62086486816406,0.08071094006299973
305,1,0,0,0,243,4.88,4.88,0.971125602722168,145.7626190185547,18.937868118286133,83.49539947509766,169.04693603515625,0.12919896841049194
306,1,0,0,0,252,5.0600000000000005,5.0600000000000005,0.8561685681343079,170.22010803222656,-0.5759946703910828,83.50515747070312,189.60044860839844,-0.003383809933438897
307,1,0,0,0,265,5.32,5.32,0.3784034550189972,166.85206604003906,-18.61001205444336,111.73692321777344,201.6707305908203,-0.11107692122459412
308,1,0,0,1,245,4.92,4.92,0.9976233243942261,137.9835968017578,-32.705142974853516,87.5390853881836,166.64990234375,-0.2327272593975067
309,1,0,0,1,264,5.3,5.3,0.5010204315185547,164.4794158935547,-19.64412498474121,101.75684356689453,194.40634155273438,-0.11886907368898392
310,1,0,0,0,272,5.46,5.46,0.39239099621772766,178.42721557617188,11.457595825195312,113.87239074707031,211.97752380371094,0.06412635743618011
311,1,0,0,1,241,4.84,4.84,0.7083613872528076,123.8659439086914,-24.611061096191406,94.47830963134766,157.7169189453125,-0.1961366832256317
312,0,1,0,0,1251,25.04,nan,1.1193029880523682,174.9853973388672,6.147514820098877,85.45700073242188,194.83474731445312,0.035117149353027344
313,1,0,0,0,263,5.28,5.28,0.9793761968612671,144.40342712402344,-35.339927673339844,95.42559051513672,176.6558837890625,-0.24001304805278778
314,1,0,0,1,269,5.4,5.4,0.822558581829071,169.9425048828125,21.49225616455078,111.58916473388672,204.43707275390625,0.1257999688386917
315,1,0,0,1,264,5.3,5.3,0.3078641891479492,136.79405212402344,-17.084646224975586,116.14488220214844,180.26129150390625,-0.12424983829259872
316,1,0,0,0,259,5.2,5.2,0.4090501368045807,144.85740661621094,-21.283538818359375,105.3143081665039,180.3545379638672,-0.1458837389945984
317,1,0,0,1,240,4.82,4.82,0.5645955801010132,136.60658264160156,-28.712139129638672,80.5513687133789,161.16534423828125,-0.20716576278209686
318,1,0,0,1,246,4.94,4.94,0.9920084476470947,150.10133361816406,16.07052230834961,82.33139038085938,171.95094299316406,0.10665818303823471
319,0,1,0,0,1251,25.04,nan,1.1840609312057495,153.74917602539062,-1.426588773727417,91.93157196044922,179.14312744140625,-0.00927840918302536
320,0,1,0,0,1251,25.04,nan,1.043846845626831,154.67697143554688,19.041784286499023,92.99447631835938,181.48147583007812,0.12249047309160233
321,0,1,0,0,1251,25.04,nan,1.2916197776794434,161.36058044433594,36.06483840942383,107.834716796875,197.39866638183594,0.21989068388938904
322,0,1,0,0,1251,25.04,nan,1.2199561595916748,153.9066162109375,32.52398681640625,81.48897552490234,177.15956115722656,0.20825885236263275
323,1,0,0,1,270,5.42,5.42,0.6282739639282227,165.04556274414062,15.118102073669434,115.62871551513672,202.0856170654297,0.09134466201066971
324,1,0,0,1,240,4.82,4.82,0.15353704988956451,122.07862091064453,-16.35724639892578,96.91059875488281,156.7239990234375,-0.1331961303949356
325,1,0,0,0,267,5.36,5.36,0.6620181202888489,170.55587768554688,-6.458105087280273,116.78176879882812,206.80667114257812,-0.03784695640206337
326,0,1,0,0,1251,25.04,nan,1.1491284370422363,176.20367431640625,1.5015918016433716,101.26524353027344,203.2354278564453,0.008521704003214836
327,0,1,0,0,1251,25.04,nan,1.2541598081588745,157.16567993164062,-8.154746055603027,87.52076721191406,180.07618713378906,-0.051839813590049744
328,1,0,0,0,244,4.9,4.9,0.25678715109825134,128.26890563964844,-1.9139244556427002,111.15455627441406,169.74070739746094,-0.01492008101195097
329,1,0,0,0,251,5.04,5.04,0.8105345368385315,136.51914978027344,-28.697778701782227,96.15584564208984,169.43136596679688,-0.20719394087791443
330,0,1,0,0,1251,25.04,nan,1.161978006362915,148.304931640625,14.473620414733887,84.24327850341797,171.1746826171875,0.09728556871414185
331,1,0,0,1,268,5.38,5.38,0.8013715147972107,167.38323974609375,10.559548377990723,106.29627227783203,198.563720703125,0.0630025640130043
332,0,1,0,0,1251,25.04,nan,1.0337576866149902,167.85130310058594,33.780311584472656,111.89835357666016,204.5395050048828,0.19859854876995087
333,1,0,0,0,252,5.0600000000000005,5.0600000000000005,0.6741907596588135,130.5936279296875,6.809360504150391,108.30937194824219,169.79983520507812,0.05209442228078842
334,1,0,0,1,252,5.0600000000000005,5.0600000000000005,0.6624129414558411,124.0643539428711,16.32343864440918,108.38536834716797,165.5469970703125,0.13082093000411987
335,1,0,0,1,243,4.88,4.88,0.8491822481155396,133.05780029296875,-26.85443687438965,91.1032943725586,163.47889709472656,-0.19915010035037994
336,1,0,0,0,256,5.14,5.14,0.5959959626197815,141.41998291015625,11.655628204345703,108.28180694580078,178.49485778808594,0.08223267644643784
337,1,0,0,1,266,5.34,5.34,0.5726563334465027,177.80859375,14.932172775268555,112.45353698730469,210.91387939453125,0.08378232270479202
338,0,1,0,0,1251,25.04,nan,1.2253915071487427,168.10894775390625,-24.0111141204834,100.164794921875,197.15512084960938,-0.1418711096048355
339,1,0,0,1,246,4.94,4.94,0.8571605086326599,127.336181640625,-31.620622634887695,95.3019027709961,162.16294860839844,-0.24340058863162994
340,0,1,0,0,1251,25.04,nan,1.1268560886383057,150.64869689941406,29.99950408935547,115.5445785522461,192.21224975585938,0.19656416773796082
341,0,1,0,0,1251,25.04,nan,1.118586540222168,164.2101593017578,-13.6741361618042,87.77128601074219,186.69696044921875,-0.08308049291372299
342,0,1,0,0,1251,25.04,nan,1.214648962020874,155.9104766845703,-33.150245666503906,96.43965148925781,186.29981994628906,-0.2095036506652832
343,1,0,0,1,279,5.6000000000000005,5.6000000000000005,0.5228081941604614,177.51077270507812,1.6234526634216309,114.20018768310547,211.07911682128906,0.00914540234953165
344,0,1,0,0,1251,25.04,nan,1.1136807203292847,138.1298370361328,19.653806686401367,101.19044494628906,172.35321044921875,0.1413363367319107
345,1,0,0,0,258,5.18,5.18,0.8269748687744141,135.87933349609375,-34.744815826416016,98.05474090576172,171.1289825439453,-0.2503393888473511
346,1,0,0,1,237,4.76,4.76,0.5653025507926941,127.33696746826172,-25.84810447692871,82.69407653808594,154.0166778564453,-0.2002687007188797
347,0,1,0,0,1251,25.04,nan,1.2185137271881104,170.5767822265625,-33.398353576660156,104.48829650878906,202.8045654296875,-0.19335058331489563
348,1,0,0,0,268,5.38,5.38,0.36837461590766907,146.8474578857422,-15.357749938964844,116.00487518310547,187.7689208984375,-0.1042042151093483
349,1,0,0,0,250,5.0200000000000005,5.0200000000000005,0.5149480700492859,130.31248474121094,-2.453054189682007,105.4171371459961,167.6309356689453,-0.01882217451930046
350,0,1,0,0,1251,25.04,nan,1.4750407934188843,168.2202606201172,-37.299007415771484,79.266357421875,189.6639862060547,-0.21819719672203064
351,1,0,0,1,232,4.66,4.66,0.9876121282577515,127.32908630371094,24.96874237060547,78.74830627441406,151.78085327148438,0.19363905489444733
352,1,0,0,1,237,4.76,4.76,0.2904040515422821,134.56198120117188,-29.159364700317383,92.81392669677734,166.0470428466797,-0.21339894831180573
353,1,0,0,1,255,5.12,5.12,0.7528336048126221,142.71768188476562,12.479056358337402,116.29439544677734,184.522216796875,0.08721692860126495
354,0,0,1,0,1251,25.04,nan,2.0474562644958496,173.86810302734375,39.562103271484375,82.79264831542969,196.5957794189453,0.22373157739639282
355,1,0,0,1,252,5.0600000000000005,5.0600000000000005,0.2043905407190323,128.23507690429688,-22.809724807739258,110.8963623046875,171.0629119873047,-0.17603319883346558
356,0,0,1,0,1251,25.04,nan,1.6028649806976318,179.89161682128906,-19.677404403686523,90.59843444824219,202.37655639648438,-0.1089516133069992
357,0,1,0,0,1251,25.04,nan,1.3403669595718384,163.22393798828125,-10.274345397949219,82.08219146728516,182.98934936523438,-0.06286337226629257
358,0,0,1,0,1251,25.04,nan,2.241793155670166,127.38579559326172,37.44154739379883,96.7741928100586,164.29928588867188,0.2858717739582062
359,0,0,1,0,1251,25.04,nan,1.6784460544586182,127.19864654541016,19.23734474182129,84.87850952148438,154.12310791015625,0.15010108053684235
360,0,0,1,0,1251,25.04,nan,2.6298019886016846,127.02012634277344,39.076786041259766,84.5114517211914,157.49061584472656,0.2984534502029419
361,0,1,0,0,1251,25.04,nan,1.1637696027755737,154.9871368408203,18.903432846069336,117.8755111694336,195.63482666015625,0.12136829644441605
362,0,1,0,0,1251,25.04,nan,1.1869770288467407,176.03970336914062,-31.89801025390625,82.05384826660156,196.82554626464844,-0.17925293743610382
363,1,0,0,0,251,5.04,5.04,0.9593645334243774,126.99874114990234,11.634329795837402,111.15296936035156,169.17156982421875,0.09135481715202332
364,1,0,0,1,264,5.3,5.3,0.5921481251716614,174.6107177734375,-15.690820693969727,98.68790435791016,201.18252563476562,-0.08962100744247437
365,1,0,0,0,257,5.16,5.16,0.9463096857070923,167.4770050048828,-31.940521240234375,81.88731384277344,189.14089965820312,-0.18845278024673462
366,1,0,0,0,268,5.38,5.38,0.6507225036621094,176.01577758789062,-14.132041931152344,101.46070098876953,203.65545654296875,-0.0801166445016861
367,1,0,0,1,242,4.86,4.86,0.5905083417892456,146.4328155517578,-5.67335319519043,78.68218231201172,166.32992553710938,-0.03872435912489891
368,1,0,0,1,251,5.04,5.04,0.3580673038959503,141.24635314941406,-19.645843505859375,106.05990600585938,177.7222442626953,-0.13820256292819977
369,1,0,0,1,270,5.42,5.42,0.8037951588630676,120.62521362304688,-31.14630889892578,108.3724136352539,165.12152099609375,-0.25268813967704773
370,1,0,0,0,254,5.1000000000000005,5.1000000000000005,0.9747899174690247,134.0814666748047,-30.59657096862793,98.87800598144531,169.38372802734375,-0.22435234487056732
371,0,1,0,0,1251,25.04,nan,1.2641937732696533,150.84835815429688,-16.454404830932617,90.4059829711914,176.63299560546875,-0.10864955186843872
372,1,0,0,1,258,5.18,5.18,0.5532743334770203,164.86318969726562,-17.776857376098633,103.1624755859375,195.29051208496094,-0.10741294175386429
373,0,1,0,0,1251,25.04,nan,1.1343733072280884,134.08013916015625,-17.302696228027344,83.01496887207031,158.64537048339844,-0.12833814322948456
374,1,0,0,1,246,4.94,4.94,0.37035953998565674,124.1491470336914,-21.480173110961914,97.21622467041016,159.1395721435547,-0.1713229864835739
375,0,0,1,0,1251,25.04,nan,1.9873446226119995,141.20184326171875,38.66077423095703,83.86080169677734,168.7164764404297,0.26724833250045776
376,1,0,0,1,249,5.0,5.0,0.6982027292251587,142.9880828857422,17.784683227539062,89.8206787109375,169.79293823242188,0.12374328076839447
377,1,0,0,1,259,5.2,5.2,0.5129987597465515,152.32574462890625,-17.457107543945312,113.67977905273438,190.86900329589844,-0.1141059622168541
378,1,0,0,1,258,5.18,5.18,0.5746135711669922,123.7384262084961,-3.2495460510253906,115.61965942382812,169.38023376464844,-0.026255378499627113
379,0,0,1,0,1251,25.04,nan,2.4189369678497314,131.7859344482422,37.186363220214844,84.17658233642578,160.73597717285156,0.27502211928367615
380,1,0,0,1,269,5.4,5.4,0.8075134754180908,173.6907958984375,25.208776473999023,111.41996765136719,207.89031982421875,0.14412955939769745
381,1,0,0,0,258,5.18,5.18,0.9261429309844971,136.1421661376953,24.23309898376465,116.87214660644531,181.05532836914062,0.17615355551242828
382,0,0,1,0,1251,25.04,nan,1.6481983661651611,121.30819702148438,33.399505615234375,91.11164855957031,155.3465118408203,0.26867085695266724
